age	workclass	fnlwgt	education	education.num	marital.status	occupation	relationship	race	sex	capital.gain	capital.loss	hours.per.week	native.country	income
36.63880104	Private	178771.9471	HS-grad	10.04447324	Divorced	Craft-repair	Unmarried	White	Male	1294.794746	50.88656874	40.35313043	United-States	<=50K
36.63607922	Private	178763.9922	Bachelors	10.04440511	Never-married	Sales	Not-in-family	White	Male	1295.371377	50.87702559	40.35339823	United-States	<=50K
36.63335741	Private	178756.0374	1st-4th	10.04433699	Married-civ-spouse	Exec-managerial	Husband	White	Male	1295.948008	50.86748244	40.35366603	United-States	>50K
36.6306356	Private	178748.0825	HS-grad	10.04426886	Married-civ-spouse	Exec-managerial	Husband	White	Male	1296.524639	50.85793928	40.35393383	United-States	>50K
36.62791379	Private	178740.1277	Some-college	10.04420074	Never-married	Adm-clerical	Own-child	White	Female	1297.10127	50.84839613	40.35420162	United-States	<=50K
36.62519197	Self-emp-not-inc	178732.1728	Some-college	10.04413261	Married-civ-spouse	Craft-repair	Husband	White	Male	1297.6779	50.83885298	40.35446942	United-States	<=50K
36.62247016	Private	178724.218	HS-grad	10.04406448	Divorced	Craft-repair	Not-in-family	White	Male	1298.254531	50.82930982	40.35473722	United-States	>50K
36.61974835	Private	178716.2631	10th	10.04399636	Never-married	Other-service	Own-child	White	Male	1298.831162	50.81976667	40.35500501	United-States	<=50K
36.61702654	Private	178708.3083	HS-grad	10.04392823	Married-civ-spouse	Craft-repair	Husband	White	Male	1299.407793	50.81022352	40.35527281	United-States	<=50K
36.61430472	Private	178700.3535	Some-college	10.0438601	Divorced	Other-service	Unmarried	Black	Female	1299.984423	50.80068036	40.35554061	United-States	<=50K
36.61158291	Federal-gov	178692.3986	HS-grad	10.04379198	Married-civ-spouse	Transport-moving	Husband	White	Male	1300.561054	50.79113721	40.35580841	United-States	<=50K
36.6088611	Private	178684.4438	HS-grad	10.04372385	Married-civ-spouse	Craft-repair	Husband	White	Male	1301.137685	50.78159406	40.3560762	United-States	<=50K
36.60613929	Self-emp-not-inc	178676.4889	Prof-school	10.04365573	Married-civ-spouse	Prof-specialty	Husband	White	Male	1301.714316	50.7720509	40.356344	United-States	>50K
36.60341747	Private	178668.5341	HS-grad	10.0435876	Divorced	Exec-managerial	Not-in-family	White	Female	1302.290946	50.76250775	40.3566118	United-States	<=50K
36.60069566	Private	178660.5792	HS-grad	10.04351947	Married-civ-spouse	Sales	Husband	White	Male	1302.867577	50.7529646	40.3568796	United-States	<=50K
36.59797385	Private	178652.6244	11th	10.04345135	Widowed	Adm-clerical	Unmarried	White	Female	1303.444208	50.74342145	40.35714739	United-States	<=50K
36.59525204	?	178644.6695	Assoc-acdm	10.04338322	Never-married	?	Own-child	White	Male	1304.020839	50.73387829	40.35741519	United-States	<=50K
36.59253022	Self-emp-not-inc	178636.7147	12th	10.04331509	Married-civ-spouse	Transport-moving	Husband	White	Male	1304.59747	50.72433514	40.35768299	United-States	<=50K
36.58980841	Private	178628.7598	Masters	10.04324697	Married-civ-spouse	Exec-managerial	Wife	White	Female	1305.1741	50.71479199	40.35795079	United-States	<=50K
36.5870866	Private	178620.805	Some-college	10.04317884	Divorced	Prof-specialty	Not-in-family	White	Male	1305.750731	50.70524883	40.35821858	United-States	<=50K
36.58436479	Private	178612.8501	Masters	10.04311072	Married-civ-spouse	Exec-managerial	Husband	White	Male	1306.327362	50.69570568	40.35848638	United-States	>50K
36.58164297	?	178604.8953	Masters	10.04304259	Married-civ-spouse	?	Husband	White	Male	1306.903993	50.68616253	40.35875418	United-States	<=50K
36.57892116	Private	178596.9404	Bachelors	10.04297446	Never-married	Craft-repair	Not-in-family	White	Male	1307.480623	50.67661937	40.35902197	United-States	<=50K
36.57619935	Private	178588.9856	HS-grad	10.04290634	Married-civ-spouse	Protective-serv	Husband	White	Male	1308.057254	50.66707622	40.35928977	United-States	>50K
36.57347754	Federal-gov	178581.0307	HS-grad	10.04283821	Married-civ-spouse	Adm-clerical	Husband	White	Male	1308.633885	50.65753307	40.35955757	United-States	>50K
36.57075572	Private	178573.0759	Bachelors	10.04277008	Never-married	Tech-support	Not-in-family	White	Male	1309.210516	50.64798991	40.35982537	United-States	<=50K
36.56803391	Private	178565.1211	HS-grad	10.04270196	Never-married	Adm-clerical	Own-child	White	Male	1309.787146	50.63844676	40.36009316	United-States	<=50K
36.5653121	Self-emp-not-inc	178557.1662	Bachelors	10.04263383	Married-civ-spouse	Craft-repair	Husband	White	Male	1310.363777	50.62890361	40.36036096	United-States	<=50K
36.56259029	Federal-gov	178549.2114	Bachelors	10.04256571	Married-civ-spouse	Adm-clerical	Husband	White	Male	1310.940408	50.61936045	40.36062876	United-States	<=50K
36.55986847	Private	178541.2565	HS-grad	10.04249758	Married-civ-spouse	Other-service	Husband	White	Male	1311.517039	50.6098173	40.36089656	United-States	<=50K
36.55714666	Private	178533.3017	10th	10.04242945	Never-married	Craft-repair	Other-relative	Black	Male	1312.09367	50.60027415	40.36116435	United-States	<=50K
36.55442485	State-gov	178525.3468	Some-college	10.04236133	Divorced	Exec-managerial	Not-in-family	White	Female	1312.6703	50.59073099	40.36143215	United-States	<=50K
36.55170304	Self-emp-not-inc	178517.392	HS-grad	10.0422932	Married-civ-spouse	Transport-moving	Husband	White	Male	1313.246931	50.58118784	40.36169995	United-States	<=50K
36.54898122	State-gov	178509.4371	Bachelors	10.04222508	Divorced	Protective-serv	Not-in-family	White	Female	1313.823562	50.57164469	40.36196775	United-States	<=50K
36.54625941	Private	178501.4823	Some-college	10.04215695	Never-married	Other-service	Not-in-family	White	Female	1314.400193	50.56210154	40.36223554	United-States	<=50K
36.5435376	Private	178493.5274	HS-grad	10.04208882	Married-civ-spouse	Sales	Wife	White	Female	1314.976823	50.55255838	40.36250334	United-States	<=50K
36.54081579	Private	178485.5726	HS-grad	10.0420207	Married-civ-spouse	Craft-repair	Husband	White	Male	1315.553454	50.54301523	40.36277114	United-States	>50K
36.53809397	Private	178477.6177	11th	10.04195257	Never-married	Other-service	Other-relative	White	Female	1316.130085	50.53347208	40.36303893	United-States	<=50K
36.53537216	Private	178469.6629	Bachelors	10.04188444	Never-married	Exec-managerial	Own-child	White	Female	1316.706716	50.52392892	40.36330673	United-States	<=50K
36.53265035	Private	178461.708	HS-grad	10.04181632	Married-civ-spouse	Other-service	Wife	White	Female	1317.283346	50.51438577	40.36357453	United-States	>50K
36.52992854	Local-gov	178453.7532	HS-grad	10.04174819	Divorced	Adm-clerical	Not-in-family	White	Female	1317.859977	50.50484262	40.36384233	United-States	<=50K
36.52720672	Self-emp-not-inc	178445.7983	Bachelors	10.04168007	Never-married	Adm-clerical	Own-child	White	Male	1318.436608	50.49529946	40.36411012	United-States	>50K
36.52448491	State-gov	178437.8435	Masters	10.04161194	Divorced	Prof-specialty	Not-in-family	White	Female	1319.013239	50.48575631	40.36437792	United-States	<=50K
36.5217631	Private	178429.8887	HS-grad	10.04154381	Married-civ-spouse	Other-service	Husband	White	Male	1319.58987	50.47621316	40.36464572	United-States	<=50K
36.51904129	Private	178421.9338	Some-college	10.04147569	Never-married	Craft-repair	Not-in-family	White	Female	1320.1665	50.46667	40.36491352	United-States	<=50K
36.51631947	Private	178413.979	10th	10.04140756	Never-married	Other-service	Own-child	White	Female	1320.743131	50.45712685	40.36518131	United-States	<=50K
36.51359766	Private	178406.0241	Some-college	10.04133943	Divorced	Farming-fishing	Not-in-family	White	Female	1321.319762	50.4475837	40.36544911	United-States	<=50K
36.51087585	Private	178398.0693	Some-college	10.04127131	Married-civ-spouse	Prof-specialty	Husband	Black	Male	1321.896393	50.43804054	40.36571691	United-States	<=50K
36.50815404	Self-emp-inc	178390.1144	Doctorate	10.04120318	Married-civ-spouse	Exec-managerial	Husband	White	Male	1322.473023	50.42849739	40.36598471	United-States	>50K
36.50543222	Private	178382.1596	Some-college	10.04113506	Divorced	Exec-managerial	Unmarried	Black	Male	1323.049654	50.41895424	40.3662525	United-States	<=50K
36.50271041	Private	178374.2047	HS-grad	10.04106693	Never-married	Sales	Own-child	White	Female	1323.626285	50.40941109	40.3665203	Mexico	<=50K
36.4999886	Private	178366.2499	10th	10.0409988	Never-married	Other-service	Own-child	White	Male	1324.202916	50.39986793	40.3667881	United-States	<=50K
36.49726679	Private	178358.295	HS-grad	10.04093068	Never-married	Sales	Own-child	White	Male	1324.779546	50.39032478	40.3670559	United-States	<=50K
36.49454497	Private	178350.3402	Some-college	10.04086255	Never-married	Craft-repair	Not-in-family	White	Male	1325.356177	50.38078163	40.36732369	United-States	<=50K
36.49182316	Private	178342.3853	Some-college	10.04079443	Divorced	Machine-op-inspct	Not-in-family	White	Male	1325.932808	50.37123847	40.36759149	United-States	<=50K
36.48910135	Private	178334.4305	Bachelors	10.0407263	Married-civ-spouse	Exec-managerial	Husband	White	Male	1326.509439	50.36169532	40.36785929	United-States	>50K
36.48637954	Self-emp-not-inc	178326.4756	HS-grad	10.04065817	Married-civ-spouse	Exec-managerial	Husband	White	Male	1327.08607	50.35215217	40.36812708	United-States	>50K
36.48365772	Private	178318.5208	HS-grad	10.04059005	Separated	Adm-clerical	Unmarried	White	Female	1327.6627	50.34260901	40.36839488	United-States	<=50K
36.48093591	?	178310.566	7th-8th	10.04052192	Separated	?	Not-in-family	White	Male	1328.239331	50.33306586	40.36866268	United-States	<=50K
36.4782141	Private	178302.6111	Some-college	10.04045379	Never-married	Tech-support	Not-in-family	White	Female	1328.815962	50.32352271	40.36893048	United-States	>50K
36.47549229	Federal-gov	178294.6563	HS-grad	10.04038567	Never-married	Handlers-cleaners	Not-in-family	White	Male	1329.392593	50.31397955	40.36919827	United-States	<=50K
36.47277047	Federal-gov	178286.7014	HS-grad	10.04031754	Never-married	Adm-clerical	Own-child	White	Male	1329.969223	50.3044364	40.36946607	United-States	<=50K
36.47004866	Private	178278.7466	HS-grad	10.04024942	Married-civ-spouse	Other-service	Wife	White	Female	1330.545854	50.29489325	40.36973387	United-States	<=50K
36.46732685	Private	178270.7917	HS-grad	10.04018129	Divorced	Other-service	Not-in-family	White	Female	1331.122485	50.28535009	40.37000167	United-States	<=50K
36.46460504	State-gov	178262.8369	HS-grad	10.04011316	Married-civ-spouse	Protective-serv	Husband	White	Male	1331.699116	50.27580694	40.37026946	United-States	>50K
36.46188322	Private	178254.882	Assoc-acdm	10.04004504	Never-married	Sales	Own-child	White	Male	1332.275746	50.26626379	40.37053726	United-States	<=50K
36.45916141	Private	178246.9272	Some-college	10.03997691	Married-civ-spouse	Craft-repair	Husband	White	Male	1332.852377	50.25672063	40.37080506	United-States	<=50K
36.4564396	Local-gov	178238.9723	HS-grad	10.03990878	Divorced	Other-service	Not-in-family	Black	Male	1333.429008	50.24717748	40.37107286	United-States	<=50K
36.45371779	Private	178231.0175	Bachelors	10.03984066	Married-civ-spouse	Prof-specialty	Husband	White	Male	1334.005639	50.23763433	40.37134065	Ireland	>50K
36.45099597	Private	178223.0626	HS-grad	10.03977253	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	1334.58227	50.22809118	40.37160845	United-States	>50K
36.44827416	Private	178215.1078	HS-grad	10.03970441	Divorced	Machine-op-inspct	Not-in-family	White	Male	1335.1589	50.21854802	40.37187625	United-States	<=50K
36.44555235	Private	178207.1529	HS-grad	10.03963628	Married-civ-spouse	Transport-moving	Husband	White	Male	1335.735531	50.20900487	40.37214404	United-States	>50K
36.44283054	Private	178199.1981	HS-grad	10.03956815	Widowed	Adm-clerical	Unmarried	White	Female	1336.312162	50.19946172	40.37241184	United-States	<=50K
36.44010872	Private	178191.2432	HS-grad	10.03950003	Never-married	Craft-repair	Own-child	White	Male	1336.888793	50.18991856	40.37267964	El-Salvador	<=50K
36.43738691	Private	178183.2884	HS-grad	10.0394319	Never-married	Sales	Not-in-family	White	Male	1337.465423	50.18037541	40.37294744	United-States	<=50K
36.4346651	Private	178175.3336	HS-grad	10.03936377	Never-married	Sales	Own-child	White	Male	1338.042054	50.17083226	40.37321523	?	<=50K
36.43194329	Private	178167.3787	Some-college	10.03929565	Never-married	Other-service	Own-child	White	Male	1338.618685	50.1612891	40.37348303	United-States	<=50K
36.42922147	Private	178159.4239	11th	10.03922752	Never-married	Other-service	Own-child	White	Female	1339.195316	50.15174595	40.37375083	United-States	<=50K
36.42649966	Private	178151.469	Bachelors	10.0391594	Married-civ-spouse	Sales	Husband	White	Male	1339.771946	50.1422028	40.37401863	United-States	>50K
36.42377785	Private	178143.5142	HS-grad	10.03909127	Married-civ-spouse	Other-service	Husband	Black	Male	1340.348577	50.13265964	40.37428642	United-States	<=50K
36.42105604	Private	178135.5593	Some-college	10.03902314	Never-married	Adm-clerical	Own-child	Other	Female	1340.925208	50.12311649	40.37455422	United-States	<=50K
36.41833422	Private	178127.6045	11th	10.03895502	Never-married	Sales	Own-child	White	Female	1341.501839	50.11357334	40.37482202	United-States	<=50K
36.41561241	Private	178119.6496	Some-college	10.03888689	Married-civ-spouse	Exec-managerial	Husband	White	Male	1342.07847	50.10403018	40.37508982	United-States	>50K
36.4128906	?	178111.6948	Some-college	10.03881877	Never-married	?	Own-child	White	Female	1342.6551	50.09448703	40.37535761	United-States	<=50K
36.41016879	Private	178103.7399	Some-college	10.03875064	Never-married	Other-service	Own-child	White	Female	1343.231731	50.08494388	40.37562541	United-States	<=50K
36.40744697	Private	178095.7851	Some-college	10.03868251	Married-civ-spouse	Sales	Husband	White	Male	1343.808362	50.07540073	40.37589321	United-States	<=50K
36.40472516	Private	178087.8302	HS-grad	10.03861439	Married-civ-spouse	Craft-repair	Husband	White	Male	1344.384993	50.06585757	40.376161	United-States	<=50K
36.40200335	Private	178079.8754	Doctorate	10.03854626	Married-civ-spouse	Tech-support	Husband	White	Male	1344.961623	50.05631442	40.3764288	Germany	>50K
36.39928154	Private	178071.9205	HS-grad	10.03847813	Married-spouse-absent	Other-service	Unmarried	White	Female	1345.538254	50.04677127	40.3766966	United-States	<=50K
36.39655972	Private	178063.9657	HS-grad	10.03841001	Never-married	Tech-support	Not-in-family	Black	Female	1346.114885	50.03722811	40.3769644	United-States	<=50K
36.39383791	Private	178056.0109	Some-college	10.03834188	Never-married	Tech-support	Not-in-family	White	Female	1346.691516	50.02768496	40.37723219	United-States	<=50K
36.3911161	Self-emp-inc	178048.056	HS-grad	10.03827376	Married-civ-spouse	Exec-managerial	Husband	White	Male	1347.268146	50.01814181	40.37749999	United-States	>50K
36.38839429	Private	178040.1012	Assoc-acdm	10.03820563	Married-civ-spouse	Exec-managerial	Husband	White	Male	1347.844777	50.00859865	40.37776779	United-States	<=50K
36.38567247	Private	178032.1463	Bachelors	10.0381375	Never-married	Prof-specialty	Not-in-family	White	Male	1348.421408	49.9990555	40.37803559	United-States	>50K
36.38295066	Federal-gov	178024.1915	Masters	10.03806938	Married-civ-spouse	Transport-moving	Husband	Black	Male	1348.998039	49.98951235	40.37830338	Nicaragua	<=50K
36.38022885	?	178016.2366	Some-college	10.03800125	Never-married	?	Own-child	White	Male	1349.57467	49.97996919	40.37857118	United-States	<=50K
36.37750704	Private	178008.2818	HS-grad	10.03793312	Divorced	Other-service	Own-child	White	Female	1350.1513	49.97042604	40.37883898	United-States	<=50K
36.37478522	Local-gov	178000.3269	Bachelors	10.037865	Never-married	Prof-specialty	Not-in-family	White	Female	1350.727931	49.96088289	40.37910678	United-States	<=50K
36.37206341	Private	177992.3721	11th	10.03779687	Never-married	Craft-repair	Own-child	White	Male	1351.304562	49.95133973	40.37937457	United-States	<=50K
36.3693416	Private	177984.4172	Assoc-voc	10.03772875	Never-married	Exec-managerial	Own-child	White	Female	1351.881193	49.94179658	40.37964237	United-States	<=50K
36.36661979	State-gov	177976.4624	Assoc-acdm	10.03766062	Married-civ-spouse	Adm-clerical	Husband	White	Male	1352.457823	49.93225343	40.37991017	United-States	<=50K
36.36389797	Private	177968.5075	Some-college	10.03759249	Divorced	Exec-managerial	Not-in-family	White	Female	1353.034454	49.92271027	40.38017797	United-States	<=50K
36.36117616	Private	177960.5527	Bachelors	10.03752437	Divorced	Exec-managerial	Not-in-family	White	Male	1353.611085	49.91316712	40.38044576	United-States	<=50K
36.35845435	Self-emp-not-inc	177952.5978	Some-college	10.03745624	Separated	Craft-repair	Not-in-family	White	Male	1354.187716	49.90362397	40.38071356	United-States	<=50K
36.35573254	Private	177944.643	Some-college	10.03738812	Married-civ-spouse	Craft-repair	Husband	White	Male	1354.764346	49.89408082	40.38098136	United-States	<=50K
36.35301072	Private	177936.6881	Assoc-voc	10.03731999	Divorced	Prof-specialty	Not-in-family	White	Female	1355.340977	49.88453766	40.38124915	United-States	>50K
36.35028891	State-gov	177928.7333	Bachelors	10.03725186	Married-civ-spouse	Exec-managerial	Husband	White	Male	1355.917608	49.87499451	40.38151695	United-States	>50K
36.3475671	Self-emp-not-inc	177920.7785	HS-grad	10.03718374	Married-civ-spouse	Transport-moving	Husband	White	Male	1356.494239	49.86545136	40.38178475	United-States	<=50K
36.34484529	Self-emp-inc	177912.8236	Some-college	10.03711561	Divorced	Protective-serv	Not-in-family	White	Male	1357.07087	49.8559082	40.38205255	United-States	<=50K
36.34212347	Private	177904.8688	HS-grad	10.03704748	Married-civ-spouse	Craft-repair	Husband	White	Male	1357.6475	49.84636505	40.38232034	United-States	>50K
36.33940166	Private	177896.9139	12th	10.03697936	Never-married	Transport-moving	Own-child	White	Male	1358.224131	49.8368219	40.38258814	United-States	<=50K
36.33667985	Private	177888.9591	Bachelors	10.03691123	Married-civ-spouse	Prof-specialty	Husband	White	Male	1358.800762	49.82727874	40.38285594	United-States	>50K
36.33395804	Private	177881.0042	11th	10.03684311	Never-married	Other-service	Own-child	White	Male	1359.377393	49.81773559	40.38312374	United-States	<=50K
36.33123622	Federal-gov	177873.0494	Some-college	10.03677498	Never-married	Adm-clerical	Unmarried	White	Male	1359.954023	49.80819244	40.38339153	United-States	<=50K
36.32851441	Private	177865.0945	Some-college	10.03670685	Never-married	Other-service	Own-child	White	Female	1360.530654	49.79864928	40.38365933	?	<=50K
36.3257926	Private	177857.1397	Bachelors	10.03663873	Never-married	Sales	Not-in-family	White	Male	1361.107285	49.78910613	40.38392713	United-States	<=50K
36.32307079	Private	177849.1848	Assoc-voc	10.0365706	Married-civ-spouse	Prof-specialty	Wife	White	Female	1361.683916	49.77956298	40.38419493	United-States	>50K
36.32034897	Private	177841.23	HS-grad	10.03650247	Never-married	Other-service	Not-in-family	White	Male	1362.260546	49.77001982	40.38446272	United-States	<=50K
36.31762716	State-gov	177833.2751	Some-college	10.03643435	Married-civ-spouse	Adm-clerical	Wife	White	Female	1362.837177	49.76047667	40.38473052	United-States	>50K
36.31490535	Self-emp-not-inc	177825.3203	10th	10.03636622	Divorced	Other-service	Not-in-family	Black	Female	1363.413808	49.75093352	40.38499832	United-States	<=50K
36.31218354	Local-gov	177817.3654	Some-college	10.0362981	Never-married	Protective-serv	Not-in-family	White	Male	1363.990439	49.74139037	40.38526611	Peru	<=50K
36.30946172	?	177809.4106	Some-college	10.03622997	Never-married	?	Own-child	White	Male	1364.56707	49.73184721	40.38553391	United-States	<=50K
36.30673991	Private	177801.4558	HS-grad	10.03616184	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	1365.1437	49.72230406	40.38580171	United-States	<=50K
36.3040181	Private	177793.5009	Assoc-voc	10.03609372	Married-civ-spouse	Sales	Husband	White	Male	1365.720331	49.71276091	40.38606951	United-States	>50K
36.30129629	Self-emp-not-inc	177785.5461	HS-grad	10.03602559	Married-civ-spouse	Prof-specialty	Husband	White	Male	1366.296962	49.70321775	40.3863373	United-States	<=50K
36.29857447	Private	177777.5912	Bachelors	10.03595746	Married-civ-spouse	Exec-managerial	Husband	White	Male	1366.873593	49.6936746	40.3866051	United-States	>50K
36.29585266	Private	177769.6364	5th-6th	10.03588934	Married-civ-spouse	Transport-moving	Husband	White	Male	1367.450223	49.68413145	40.3868729	United-States	>50K
36.29313085	Self-emp-not-inc	177761.6815	7th-8th	10.03582121	Married-civ-spouse	Farming-fishing	Husband	White	Male	1368.026854	49.67458829	40.3871407	United-States	<=50K
36.29040904	Private	177753.7267	Bachelors	10.03575309	Never-married	Adm-clerical	Not-in-family	White	Male	1368.603485	49.66504514	40.38740849	Columbia	<=50K
36.28768722	Private	177745.7718	HS-grad	10.03568496	Never-married	Sales	Unmarried	Black	Female	1369.180116	49.65550199	40.38767629	United-States	<=50K
36.28496541	Private	177737.817	Masters	10.03561683	Never-married	Prof-specialty	Not-in-family	White	Female	1369.756746	49.64595883	40.38794409	United-States	<=50K
36.2822436	Local-gov	177729.8621	Assoc-acdm	10.03554871	Never-married	Protective-serv	Not-in-family	White	Male	1370.333377	49.63641568	40.38821189	United-States	<=50K
36.27952179	Self-emp-not-inc	177721.9073	HS-grad	10.03548058	Married-civ-spouse	Sales	Husband	White	Male	1370.910008	49.62687253	40.38847968	United-States	<=50K
36.27679997	State-gov	177713.9524	Masters	10.03541246	Married-civ-spouse	Prof-specialty	Husband	White	Male	1371.486639	49.61732937	40.38874748	United-States	>50K
36.27407816	Private	177705.9976	Some-college	10.03534433	Never-married	Other-service	Other-relative	Black	Female	1372.06327	49.60778622	40.38901528	United-States	<=50K
36.27135635	Private	177698.0427	HS-grad	10.0352762	Married-civ-spouse	Protective-serv	Husband	White	Male	1372.6399	49.59824307	40.38928307	United-States	>50K
36.26863454	?	177690.0879	Some-college	10.03520808	Married-civ-spouse	?	Husband	White	Male	1373.216531	49.58869991	40.38955087	United-States	>50K
36.26591272	Private	177682.133	11th	10.03513995	Never-married	Prof-specialty	Own-child	White	Male	1373.793162	49.57915676	40.38981867	United-States	<=50K
36.26319091	Private	177674.1782	Bachelors	10.03507182	Divorced	Exec-managerial	Unmarried	White	Female	1374.369793	49.56961361	40.39008647	United-States	<=50K
36.2604691	?	177666.2234	Prof-school	10.0350037	Divorced	?	Not-in-family	White	Female	1374.946423	49.56007046	40.39035426	United-States	<=50K
36.25774729	?	177658.2685	HS-grad	10.03493557	Separated	?	Not-in-family	Black	Female	1375.523054	49.5505273	40.39062206	United-States	<=50K
36.25502547	Private	177650.3137	10th	10.03486745	Divorced	Other-service	Not-in-family	Black	Female	1376.099685	49.54098415	40.39088986	Dominican-Republic	<=50K
36.25230366	Local-gov	177642.3588	Some-college	10.03479932	Married-civ-spouse	Protective-serv	Husband	White	Male	1376.676316	49.531441	40.39115766	United-States	>50K
36.24958185	?	177634.404	Some-college	10.03473119	Never-married	?	Other-relative	Black	Male	1377.252946	49.52189784	40.39142545	United-States	<=50K
36.24686004	Private	177626.4491	Some-college	10.03466307	Married-civ-spouse	Prof-specialty	Husband	White	Male	1377.829577	49.51235469	40.39169325	United-States	<=50K
36.24413822	Private	177618.4943	HS-grad	10.03459494	Never-married	Other-service	Unmarried	White	Male	1378.406208	49.50281154	40.39196105	United-States	<=50K
36.24141641	Private	177610.5394	Some-college	10.03452681	Never-married	Sales	Not-in-family	White	Female	1378.982839	49.49326838	40.39222885	United-States	<=50K
36.2386946	Private	177602.5846	Some-college	10.03445869	Married-civ-spouse	Prof-specialty	Husband	White	Male	1379.55947	49.48372523	40.39249664	United-States	<=50K
36.23597279	Private	177594.6297	10th	10.03439056	Divorced	Machine-op-inspct	Not-in-family	White	Female	1380.1361	49.47418208	40.39276444	United-States	<=50K
36.23325097	?	177586.6749	Bachelors	10.03432244	Married-civ-spouse	?	Wife	White	Female	1380.712731	49.46463892	40.39303224	United-States	<=50K
36.23052916	Self-emp-not-inc	177578.72	Some-college	10.03425431	Married-spouse-absent	Prof-specialty	Not-in-family	Black	Male	1381.289362	49.45509577	40.39330003	United-States	<=50K
36.22780735	Private	177570.7652	Some-college	10.03418618	Married-civ-spouse	Craft-repair	Husband	White	Male	1381.865993	49.44555262	40.39356783	United-States	>50K
36.22508554	Private	177562.8103	Some-college	10.03411806	Married-civ-spouse	Prof-specialty	Husband	White	Male	1382.442623	49.43600946	40.39383563	United-States	<=50K
36.22236372	Self-emp-not-inc	177554.8555	HS-grad	10.03404993	Married-civ-spouse	Tech-support	Husband	White	Male	1383.019254	49.42646631	40.39410343	United-States	>50K
36.21964191	Private	177546.9007	HS-grad	10.03398181	Never-married	Adm-clerical	Not-in-family	White	Female	1383.595885	49.41692316	40.39437122	United-States	<=50K
36.2169201	Private	177538.9458	Masters	10.03391368	Never-married	Prof-specialty	Not-in-family	White	Male	1384.172516	49.40738001	40.39463902	?	>50K
36.21419829	Private	177530.991	12th	10.03384555	Never-married	Other-service	Own-child	White	Female	1384.749146	49.39783685	40.39490682	United-States	<=50K
36.21147647	Private	177523.0361	HS-grad	10.03377743	Divorced	Transport-moving	Not-in-family	White	Male	1385.325777	49.3882937	40.39517462	United-States	<=50K
36.20875466	State-gov	177515.0813	Bachelors	10.0337093	Married-civ-spouse	Exec-managerial	Husband	White	Male	1385.902408	49.37875055	40.39544241	Puerto-Rico	>50K
36.20603285	State-gov	177507.1264	Assoc-acdm	10.03364117	Never-married	Prof-specialty	Not-in-family	White	Female	1386.479039	49.36920739	40.39571021	United-States	<=50K
36.20331104	Private	177499.1716	HS-grad	10.03357305	Married-civ-spouse	Adm-clerical	Wife	White	Female	1387.05567	49.35966424	40.39597801	United-States	<=50K
36.20058922	Private	177491.2167	Assoc-voc	10.03350492	Never-married	Machine-op-inspct	Unmarried	White	Male	1387.6323	49.35012109	40.39624581	United-States	<=50K
36.19786741	?	177483.2619	HS-grad	10.0334368	Never-married	?	Other-relative	White	Male	1388.208931	49.34057793	40.3965136	El-Salvador	<=50K
36.1951456	Private	177475.307	11th	10.03336867	Widowed	Other-service	Own-child	White	Female	1388.785562	49.33103478	40.3967814	United-States	<=50K
36.19242379	Local-gov	177467.3522	Some-college	10.03330054	Married-civ-spouse	Adm-clerical	Wife	White	Female	1389.362193	49.32149163	40.3970492	United-States	<=50K
36.18970197	Private	177459.3973	Bachelors	10.03323242	Never-married	Exec-managerial	Other-relative	White	Female	1389.938823	49.31194847	40.397317	United-States	<=50K
36.18698016	Private	177451.4425	HS-grad	10.03316429	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	1390.515454	49.30240532	40.39758479	United-States	<=50K
36.18425835	Private	177443.4876	HS-grad	10.03309616	Never-married	Craft-repair	Other-relative	White	Male	1391.092085	49.29286217	40.39785259	United-States	<=50K
36.18153654	Private	177435.5328	Some-college	10.03302804	Never-married	Exec-managerial	Own-child	White	Female	1391.668716	49.28331901	40.39812039	United-States	<=50K
36.17881472	Self-emp-inc	177427.5779	Bachelors	10.03295991	Never-married	Prof-specialty	Not-in-family	White	Female	1392.245346	49.27377586	40.39838818	United-States	>50K
36.17609291	Private	177419.6231	HS-grad	10.03289179	Separated	Other-service	Unmarried	White	Female	1392.821977	49.26423271	40.39865598	United-States	<=50K
36.1733711	Private	177411.6683	Some-college	10.03282366	Married-civ-spouse	Prof-specialty	Husband	White	Male	1393.398608	49.25468955	40.39892378	United-States	>50K
36.17064929	Private	177403.7134	HS-grad	10.03275553	Married-civ-spouse	Priv-house-serv	Wife	White	Female	1393.975239	49.2451464	40.39919158	United-States	<=50K
36.16792747	?	177395.7586	Some-college	10.03268741	Never-married	?	Own-child	White	Female	1394.55187	49.23560325	40.39945937	United-States	<=50K
36.16520566	Private	177387.8037	HS-grad	10.03261928	Divorced	Machine-op-inspct	Not-in-family	Black	Female	1395.1285	49.2260601	40.39972717	United-States	<=50K
36.16248385	Private	177379.8489	Masters	10.03255115	Married-civ-spouse	Tech-support	Husband	White	Male	1395.705131	49.21651694	40.39999497	United-States	>50K
36.15976204	Private	177371.894	Some-college	10.03248303	Never-married	Craft-repair	Unmarried	White	Male	1396.281762	49.20697379	40.40026277	United-States	<=50K
36.15704022	Private	177363.9392	Some-college	10.0324149	Never-married	Sales	Own-child	White	Male	1396.858393	49.19743064	40.40053056	United-States	<=50K
